sample_id,source_config,router_task,prompt,ground_truth,model_used,response,cascaded,draft_accepted,latency_ms,total_cost,total_tokens,is_correct,exact_match,score_f1,score_exact_match_normalized,score_contains_gt,score_gt_in_response,score_numeric_match,score_mc_letter_match,pred_answer_letter,gt_answer_letter,timestamp,error
mapqa_01493_7ad1e8ae66432fec,mapqa,map_reasoning,"Among the states that border New Mexico , which have the highest value?
Answer briefly.",Arizona.,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,The state with the highest value among the states that border New Mexico is New Mexico itself.,True,True,73.06599617004395,0.0,37,False,0.0,0.0,0.0,0.0,0.0,,,,,2025-12-01T01:52:45.548098,
chart2text_01371_0626e4237a547a7a,chart2text,chart_captioning,I'd like to understand the message this graph is trying to highlight.,"This statistic shows the unemployment rate in Libya from 1999 to 2020. In 2020, the unemployment rate in Libya was at 18.63 percent.",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"The graph is trying to highlight the relationship between the number of people who have been vaccinated and the number of people who have been infected with COVID-19. The x-axis represents the number of people who have been vaccinated, and the y-axis represents the number of people who have been infected with COVID-19. The graph shows that as the number of people who have been vaccinated increases, the number of people who have been infected with COVID-19 decreases. This suggests that vaccination is an effective way to reduce the spread of the virus and protect people from getting infected.",True,True,297.4231243133545,0.0,129,False,0.0,0.15384615384615385,0.0,0.0,0.0,,,,,2025-12-01T01:52:45.846072,
docvqa_01221_82320ad7f940fc79,docvqa,document_ocr,"What type of voucher is this ?
Your answer should be very brief.",ACCOUNTS PAYABLE VOUCHER.,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"I'm sorry, but you haven't provided any information about the voucher in question. Please provide more details so I can assist you better.",True,False,319.89598274230957,0.0,62,False,0.0,0.08333333333333333,0.0,0.0,0.0,,,,,2025-12-01T01:52:46.166481,
chart2text_00205_ceaef451e970eac2,chart2text,chart_captioning,I'd like to understand the message this graph is trying to highlight.,"This statistic shows the opinion of Americans on whether they approve or disapprove of the jury's verdict finding George Zimmerman not guilty in Trayvon Martins death. The survey refers to the case in Florida in which the neighbourhood watch volunteer George Zimmerman, shot and killed an unarmed teenager, Trayvon Martin. According to the survey, about 86 percent of the Black respondents disapproved of the jury's verdict.",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"The graph is trying to highlight the relationship between the number of people who have been vaccinated and the number of people who have been infected with COVID-19. The x-axis represents the number of people who have been vaccinated, and the y-axis represents the number of people who have been infected with COVID-19. The graph shows that as the number of people who have been vaccinated increases, the number of people who have been infected with COVID-19 decreases. This suggests that vaccination is an effective way to reduce the spread of the virus and protect people from getting infected.",True,True,298.36106300354004,0.0,129,False,0.0,0.12195121951219512,0.0,0.0,0.0,,,,,2025-12-01T01:52:46.465354,
vistext_01618_fe69e439a6284cc1,vistext,chart_captioning,What is the chart's main message or takeaway?,"Average viewers of Dota 2 on Twitch worldwide from January 2018 to November 2020 (in 1,000s) is a line chart. A linear scale from 2018 to 2020 can be found on the x-axis, marked Month. A linear scale with a minimum of 0 and a maximum of 100 can be found on the y-axis, marked Number of viewers in thousands. The highest recorded number of viewers is in 2019. The lowest recorded number of viewers is also in 2019.",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"The chart's main message or takeaway is that the number of people who have been vaccinated against COVID-19 has increased over time, with the highest number of vaccinations administered in the United States in the last few weeks. The chart also shows that the number of people who have died from COVID-19 has decreased over time, with the most recent data showing a decline in deaths in recent weeks.",True,True,208.4639072418213,0.0,92,False,0.0,0.21686746987951805,0.0,0.0,0.0,,,,,2025-12-01T01:52:46.674344,
localized_narratives_00745_3df64f6f03193939,localized_narratives,dense_captioning,Could you give a brief overview of what you see in this image?,"In this picture I can see a house which has a window, door and steps. I can also see tree and other objects.",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"I'm sorry, but as an AI language model, I don't have the ability to see images. However, if you describe the image or provide more details about it, I can try to assist you with any questions or information you might need.",True,False,710.2260589599609,0.0,84,False,0.0,0.11764705882352942,0.0,0.0,0.0,,,,,2025-12-01T01:52:47.385019,
finqa_01967_98c1b4750208c2e8,finqa,table_math,"Year ended december 31 , 2004 compared to year ended december 31 , 2003 the historical results of operations of pca for the years ended december 31 , 2004 and 2003 are set forth below : for the year e","
Computations: (1735.5 - 96.9)
Answer: 1638.6.",Qwen/Qwen2.5-VL-7B-Instruct,"To determine the operating expenses in 2003, we need to understand the relationship between the given financial figures and the operating expenses. The information provided focuses on changes in income before interest and taxes (IBIT) and the components that contributed to this change.

Here's the breakdown:

1. **Income Before Interest and Taxes (IBIT) for 2004:**
   - Increased by $43.6 million, or 45.1%, from 2003.
   - Excluding special items, operating income decreased by $3.4 million in 2004 compared to 2003.

2. **Special Items in 2004:**
   - Dividend received from STV: $27.8 million.
   - No special items mentioned for 2003.

3. **Special Items in 2003:**
   - Charge for fees and expenses related to debt refinancing: $3.3 million.
   - Fourth quarter charge to settle certain benef",False,False,3767.5812244415283,0.0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,2025-12-01T01:52:51.153307,
tqa_00279_6de8d3fdb4ec784b,tqa,textbook_qa,"Question: Which planet is “on its side” due to the unusual position of its rings?
Choices:
A. venus.
B. saturn.
C. neptune.
D. uranus.
Answer with the letter.",Answer: D,Qwen/Qwen2.5-VL-7B-Instruct,D,False,False,43.337106704711914,0.0,0,False,0.0,0.6666666666666666,0.0,0.0,0.0,,,,,2025-12-01T01:52:51.196974,
multihiertt_00144_c98897d0e9ba9fee,multihiertt,table_reasoning,What's the average of the End of initial year for Net reserves re-estimated as of in the years where Balance at January 1 is positive? (in million),"
Computations: ((21470 + 21262) / 2)
Answer: 21366.0.",Qwen/Qwen2.5-VL-7B-Instruct,"To calculate the average of the ""End of Initial Year"" for net reserves re-estimated as of, given that the balance at January 1 is positive, you would need to follow these steps:

1. Identify the years where the balance at January 1 is positive.
2. For each of those years, find the corresponding ""End of Initial Year"" value for net reserves re-estimated as of.
3. Calculate the average of these values.

Since the specific data isn't provided here, I'll outline the process with hypothetical data points to illustrate how you would perform this calculation.

### Hypothetical Data

Let's assume we have the following data for several years:

| Year | Balance at January 1 (in million) | End of Initial Year (in million) |
|------|----------------------------------|---------------------------------|
",False,False,3671.578884124756,0.0,0,False,0.0,0.021276595744680854,0.0,0.0,0.0,,,,,2025-12-01T01:52:54.869273,
rendered_text_00682_20e2b8905fbb052e,rendered_text,rendered_text_ocr,Detail the written text in this image.,"I love
kids",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"The written text in the image is a poem. The poem is about a person who is feeling lost and alone. The person is looking for someone to talk to, and they are not sure who to turn to. The poem is written in a very simple style, and it is easy to understand. The poem is also very emotional, and it makes the reader feel like they are experiencing the same thing as the person who is writing it.",True,True,310.5731010437012,0.0,98,False,0.0,0.0,0.0,0.0,0.0,,,,,2025-12-01T01:52:55.180490,
cocoqa_00576_8b3d507677bf526e,cocoqa,general_vqa,"What stands next to the fence and people take pictures
Quick response, please.",Elephant.,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,A statue or monument.,True,False,142.72522926330566,0.0,41,False,0.0,0.0,0.0,0.0,0.0,,,,,2025-12-01T01:52:55.323767,
spot_the_diff_01841_42cf4d4fb2586ecd,spot_the_diff,difference_detection,Find the divergences between these two pictures.,There is a blue truck parked.,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"The divergences between the two pictures are as follows:

Picture 1:
- Divergence = 0
- This is because the two pictures are identical, and there is no difference between them.

Picture 2:
- Divergence = 1
- This is because the two pictures are different, and there is a difference between them.",True,True,207.35621452331543,0.0,82,False,0.0,0.14814814814814814,0.0,0.0,0.0,,,,,2025-12-01T01:52:55.531693,
vqav2_01721_ed23001514d82894,vqav2,general_vqa,"Are the rocks wet?
Short answer required.",Yes.,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"Yes, the rocks are wet.",True,True,93.9180850982666,0.0,18,True,0.0,0.4,0.0,1.0,0.0,,,,,2025-12-01T01:52:55.626087,
tat_qa_00540_4c2eff7ad09f1f71,tat_qa,table_reasoning,"Accounts Receivable, Net
Accounts receivable, net, consisted of the following as of January 31:
(1) Autodesk adopted ASU No. 2014-09, “Revenue from Contracts with Customers"" regarding Accounting Stand","Historical loss patterns, the number of days that billings are past due, and an evaluation of the potential risk of loss associated with problem accounts.",Qwen/Qwen2.5-VL-7B-Instruct,"Allowances for uncollectible trade receivables at Autodesk are based on several factors:

1. **Historical Loss Patterns**: The company considers past trends and experiences in estimating the likelihood of non-payment for future receivables.

2. **Number of Days Past Due**: The longer a receivable is outstanding, the higher the risk of it becoming uncollectible. Therefore, the number of days a bill is past due is a key factor in assessing the collectibility of the receivable.

3. **Evaluation of Potential Risk of Loss Associated with Problem Accounts**: This involves a detailed assessment of specific accounts that may pose a higher risk of default. Factors that might be considered include the creditworthiness of the customer, the nature of the transaction, and any other relevant information",False,False,1560.7848167419434,0.0,0,False,0.0,0.3157894736842105,0.0,0.0,0.0,,,,,2025-12-01T01:52:57.187707,
datikz_00162_2273c2e8f19bea4c,datikz,code_generation,Produce TikZ code that replicates this diagram.,"\documentclass[10pt,a4paper]{article}
\usepackage{amsmath,amsxtra,amssymb,latexsym,amscd,amsfonts,multicol,enumerate,ifthen,indentfirst,amsthm,amstext}
\usepackage{multicol,color}
\usepackage{tikz}
\usepackage[T1]{fontenc}

\begin{document}

\begin{tikzpicture}
\draw[thick] (0,0) -- (3,0) node[right]{$S_1$};
\draw[thick] (0,0) -- (2,2) node[right]{$S_3$};
\draw (-0.2, 0.1) node{$S_2$};
\end{tikzpicture}

\end{document}",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"Here is a possible TikZ code that produces the diagram you described:
```latex
\documentclass[tikz,border=10pt]{standalone}
\usepackage{tikz}
\usetikzlibrary{positioning,shapes,arrows,decorations.markings}
\usetikzlibrary{arrows.meta}
\usetikzlibrary{calc}

\usetikzlibrary{positioning}
\usetikzlibrary{arrows.meta}

\usetikzlibrary{decorations.markings}
\usetikzlibrary{decorations.pathmorphing}

\usetikzlibrary{calc}

\usetikzlibrary{positioning}
\usetikzlibrary{arrows.meta}

\usetikzlibrary{decorations.markings}
\usetikzlibrary{decorations.pathmorphing}

\usetikzlibrary{calc}

\usetikzlibrary{positioning}
\usetikzlibrary{arrows.meta}

\usetikzlibrary{decorations.markings}
\usetikzlibrary{decorations.pathmorphing}

\usetikzlibrary{calc}

\usetikzlibrary{positioning}
\usetikzlibrary{arrows.m",True,True,1229.1820049285889,0.0,523,False,0.0,0.05128205128205128,0.0,0.0,0.0,,,,,2025-12-01T01:52:58.417697,
tabmwp_00057_a43e7287ccd8196a,tabmwp,table_math,How much money does Edgar need to buy 8 rides on the Swinging Ship?,"Find the total cost of 8 rides on the Swinging Ship by multiplying 8 times the price of a ride on the Swinging Ship.
$1.16 × 8 = $9.28
Edgar needs $9.28.",deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"The amount of money that Edgar needs to buy 8 rides on the Swinging Ship will depend on the cost of each ride. The Swinging Ship offers a variety of rides, including a Ferris wheel, a carousel, and a roller coaster. The cost of each ride varies, so it is difficult to provide an exact amount without knowing the cost of each ride. However, as a general estimate, the cost of each ride can range from $10 to $20. Therefore, Edgar would need to budget around $80 to $160 to buy 8 rides on the Swinging Ship.",True,True,308.9883327484131,0.0,139,True,0.0,0.28571428571428575,0.0,0.0,0.0,1.0,,,,2025-12-01T01:52:58.727424,
chartqa_01390_468d93dc917ccb12,chartqa,chart_reasoning,"What's the percentage of Trump supporters for specific issues or policy positions?
Short answer required.",40.,Qwen/Qwen2.5-VL-7B-Instruct,"The percentage of Trump supporters varies depending on the specific issue or policy position in question. For example, according to a 2021 poll by The Washington Post and ABC News, 64% of Trump supporters said they supported his handling of the COVID-19 pandemic, while 58% supported his response to the January 6th Capitol riot. However, these numbers can fluctuate over time as public opinion changes. It's important to note that these percentages represent a snapshot in time and may not reflect current opinions.",False,False,833.7299823760986,0.0,0,False,0.0,0.0,0.0,0.0,0.0,,,,,2025-12-01T01:52:59.561920,
visual7w_00375_0365ee50b59f13fc,visual7w,general_vqa,"Question: what color are the buoys?
Choices:
A. Orange.
B. Yellow.
C. Pink.
D. Red.
Answer with the letter.",Answer: D,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,The correct answer is B. Yellow.,True,True,53.611040115356445,0.0,43,False,0.0,0.28571428571428575,0.0,0.0,0.0,,,,,2025-12-01T01:52:59.616104,
robut_wtq_00870_58e774e4b7b37ca0,robut_wtq,table_reasoning,How many players were taller than van hatchell?,7.,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,"I'm sorry, but I don't have enough information to answer your question accurately. To determine how many players were taller than Van Hatchell, we would need to know the height of Van Hatchell and the heights of all other players in comparison. Without this data, it's impossible to provide an accurate count. If you have specific information about Van Hatchell's height or the heights of other players, please share that so I can assist you better.",True,False,849.4870662689209,0.0,121,False,0.0,0.0,0.0,0.0,0.0,,,,,2025-12-01T01:53:00.466205,
